Modern Venus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sup conj,,,,greatest elong (east),,,,first station,,,,inf conj,,,,second station,,,,greatest elong(west),,,,Sup conj,greatest elong (east),first station,inf conj,second station,greatest elong(west),Sup conj,,,,greatest elong (east),,,,first station,,,,inf conj,,,,second station,,,,greatest elong (west),,,,,greatest elongations,,,Sup conj,greatest elong (east),first station,inf conj,second station,greatest elong(west),Sup conj,,,,greatest elong (east),,,,first station,,,,inf conj,,,,second station,,,,greatest elong (west),,,,,greatest elong(west),Sup conj,greatest elong (east),first station,inf conj,second station,greatest elong(west),Sup conj,,,,greatest elong (east),,,,first station,,,,inf conj,,,,second station,,,,greatest elong (west),,,,,,,,,
-764,4,6,1.7243,-764,11,21,9.33853,-763,1,6,8.93822,-763,1,28,10.40479,-763,2,17,2.20938,-763,4,10,23.09681,1442102.48874,1442331.806,1442377.78932,1442399.85043,1442419.50896,1442472.37927,6.59666,6.59666,8.10887,6.59666,279.75287,232.62238,232.50178,232.62238,308.58458,277.94568,279.33156,277.94568,299.69012,299.69013,301.52961,299.69013,292.4425,319.06648,321.08492,319.06648,326.63584,11.17791,12.57911,11.17791,,47.13048999999998,-44.542070000000024,,1442102.48874,1442331.806,1442377.78932,1442399.85043,1442419.50896,1442472.37927,6.59666,6.59666,8.10887,6.59666,279.75287,232.62238,232.50178,232.62238,308.58458,277.94568,279.33156,277.94568,299.69012,299.69013,301.52961,299.69013,292.4425,319.06648,321.08492,319.06648,326.63584,11.17791,12.57911,11.17791,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.816649751365529e-05,-1.858349719643937e-05,-1.8166730344298943e-05,-2.1083399817350967e-05,-2.649997191131459e-05,-2.6916505932811363e-05
-763,11,12,19.2475,-762,6,16,11.56751,-762,8,8,20.8672,-762,8,28,14.33606,-762,9,19,22.72018,-762,11,4,19.34217,1442688.21888,1442903.89888,1442957.28636,1442977.01423,1442999.36357,1443045.22282,223.91944,223.91944,223.48512,223.91944,121.34845,76.50366,75.79565,76.50366,155.59198,129.12484,127.1847,129.12484,148.56953,148.56954,146.53267,148.56954,139.84138,170.59809,168.73199,170.59809,168.30197,215.79909,215.08185,215.79909,,44.84479,-47.497119999999995,,1442688.21888,1442903.89888,1442957.28636,1442977.01423,1442999.36357,1443045.22282,223.91944,223.91944,223.48512,223.91944,121.34845,76.50366,75.79565,76.50366,155.59198,129.12484,127.1847,129.12484,148.56953,148.56954,146.53267,148.56954,139.84138,170.59809,168.73199,170.59809,168.30197,215.79909,215.08185,215.79909,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.483337016404019e-05,-2.4416603311899765e-05,-1.7333429470661743e-05,-1.8166730344298943e-05,-1.983333209157334e-05,-2.0250098943713768e-05
-761,6,22,6.22046,-760,1,29,9.18677,-760,3,17,5.95501,-760,4,8,13.93451,-760,4,29,5.20511,-760,6,21,17.81737,1443274.67608,1443495.79968,1443543.66502,1443565.9975,1443586.63378,1443640.15929,81.95887,81.95887,81.07342,81.95887,348.04144,299.90854,301.75518,299.90854,17.98091,347.08684,348.9628,347.08684,9.09877,9.09877,10.55353,9.09877,1.35208,29.43884,30.32023,29.43884,35.68851,82.19606,81.30091,82.19606,,48.13290000000001,-46.50755,,1443274.67608,1443495.79968,1443543.66502,1443565.9975,1443586.63378,1443640.15929,81.95887,81.95887,81.07342,81.95887,348.04144,299.90854,301.75518,299.90854,17.98091,347.08684,348.9628,347.08684,9.09877,9.09877,10.55353,9.09877,1.35208,29.43884,30.32023,29.43884,35.68851,82.19606,81.30091,82.19606,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.816649751365529e-05,-2.1916700690988167e-05,-1.8583264365795715e-05,-1.941679807007657e-05,-2.4416603311899765e-05,-2.358353526890622e-05
-759,1,20,14.47302,-759,9,2,6.45444,-759,10,22,14.91707,-759,11,11,21.06647,-759,12,2,10.12427,-758,1,19,13.9374,1443853.01994,1444077.68583,1444128.03844,1444148.29467,1444168.83874,1444216.99762,292.00139,292.0014,293.71011,292.0014,198.24505,153.44252,151.41087,153.44252,230.53758,203.07239,201.94467,203.07239,223.03786,223.03786,222.57309,223.03786,215.27703,243.28706,243.55007,243.28706,245.8666,290.75468,292.43685,290.75468,,44.80252999999999,-44.88808,,1443853.01994,1444077.68583,1444128.03844,1444148.29467,1444168.83874,1444216.99762,292.00139,292.0014,293.71011,292.0014,198.24505,153.44252,151.41087,153.44252,230.53758,203.07239,201.94467,203.07239,223.03786,223.03786,222.57309,223.03786,215.27703,243.28706,243.55007,243.28706,245.8666,290.75468,292.43685,290.75468,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.149993383884774e-05,-1.9000031217936142e-05,-1.941679807007657e-05,-2.4416603311899765e-05,-1.941679807007657e-05,-1.9000031217936142e-05
-758,9,2,22.35883,-757,4,4,16.70309,-757,5,26,18.2923,-757,6,16,17.27087,-757,7,8,20.50651,-757,8,27,22.96866,1444443.34852,1444657.11286,1444709.17908,1444730.13652,1444752.27134,1444802.37393,153.85662,153.85662,151.82728,153.85662,51.30847,4.55267,6.1158,4.55267,84.37008,55.87155,55.86654,55.87155,76.52818,76.52818,75.81568,76.52818,67.9717,98.34528,96.98254,98.34528,99.46045,147.72872,145.68271,147.72872,,46.7558,-48.268270000000015,,1444443.34852,1444657.11286,1444709.17908,1444730.13652,1444752.27134,1444802.37393,153.85662,153.85662,151.82728,153.85662,51.30847,4.55267,6.1158,4.55267,84.37008,55.87155,55.86654,55.87155,76.52818,76.52818,75.81568,76.52818,67.9717,98.34528,96.98254,98.34528,99.46045,147.72872,145.68271,147.72872,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6083437889817818e-05,-2.1916700690988167e-05,-2.4833137333396538e-05,-2.4416603311899765e-05,-2.6083205059174164e-05,-2.649997191131459e-05
-756,4,3,13.76459,-756,11,19,0.09225,-755,1,4,0.29719,-755,1,26,0.34808,-755,2,14,16.52178,-755,4,8,10.45112,1445021.99042,1445251.42074,1445297.42928,1445319.4314,1445339.10531,1445391.85236,4.19292,4.19292,5.75934,4.19292,277.37705,230.33009,230.11425,230.33009,306.22474,275.67824,276.99326,275.67824,297.36454,297.36455,299.16046,297.36455,290.12536,316.75606,318.76343,316.75606,324.24359,8.74601,10.20874,8.74601,,47.046959999999984,-44.50242000000003,,1445021.99042,1445251.42074,1445297.42928,1445319.4314,1445339.10531,1445391.85236,4.19292,4.19292,5.75934,4.19292,277.37705,230.33009,230.11425,230.33009,306.22474,275.67824,276.99326,275.67824,297.36454,297.36455,299.16046,297.36455,290.12536,316.75606,318.76343,316.75606,324.24359,8.74601,10.20874,8.74601,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9416565239432915e-05,-2.0249866113070114e-05,-2.1083399817350967e-05,-2.066663296521054e-05,-2.649997191131459e-05,-2.066663296521054e-05
-755,11,10,13.88617,-754,6,13,22.55301,-754,8,6,9.62163,-754,8,26,4.0882,-754,9,17,12.64255,-754,11,2,12.21265,1445607.99549,1445823.35661,1445876.8178,1445896.58724,1445918.94367,1445964.92576,221.7867,221.7867,221.26245,221.7867,118.93806,74.0566,73.4264,74.0566,153.26495,126.75044,124.83139,126.75044,146.23611,146.23611,144.19228,146.23611,137.48599,168.27165,166.36342,168.27165,166.01104,213.59373,212.78838,213.59373,,44.88145999999999,-47.582689999999985,,1445607.99549,1445823.35661,1445876.8178,1445896.58724,1445918.94367,1445964.92576,221.7867,221.7867,221.26245,221.7867,118.93806,74.0566,73.4264,74.0566,153.26495,126.75044,124.83139,126.75044,146.23611,146.23611,144.19228,146.23611,137.48599,168.27165,166.36342,168.27165,166.01104,213.59373,212.78838,213.59373,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3583302438262566e-05,-2.5249904185536964e-05,-2.2750001564625366e-05,-2.2333467543128593e-05,-2.1083166986707313e-05,-2.3583302438262566e-05
-753,6,19,18.49347,-752,1,27,4.28832,-752,3,14,22.6383,-752,4,6,7.26691,-752,4,26,20.81414,-752,6,19,10.84517,1446194.18746,1446415.59558,1446463.36016,1446485.71969,1446506.28415,1446559.86878,79.56469,79.56469,78.75604,79.56469,345.92669,297.7948,299.59384,297.7948,15.8174,344.87379,346.77126,344.87379,6.91237,6.91238,8.41598,6.91238,359.18525,27.18167,28.13024,27.18167,33.56289,79.99716,79.17157,79.99716,,48.13189,-46.43426999999999,,1446194.18746,1446415.59558,1446463.36016,1446485.71969,1446506.28415,1446559.86878,79.56469,79.56469,78.75604,79.56469,345.92669,297.7948,299.59384,297.7948,15.8174,344.87379,346.77126,344.87379,6.91237,6.91238,8.41598,6.91238,359.18525,27.18167,28.13024,27.18167,33.56289,79.99716,79.17157,79.99716,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2750001564625366e-05,-2.4000069290402992e-05,-2.149993383884774e-05,-2.6083205059174164e-05,-1.8166730344298943e-05,-2.1916467860344513e-05
-751,1,18,6.99316,-751,8,30,12.84668,-751,10,20,3.36653,-751,11,9,7.48901,-751,11,29,22.74139,-750,1,16,22.60587,1446772.70828,1446996.95218,1447047.55717,1447067.72894,1447088.36446,1447136.35881,289.78165,289.78165,291.4337,289.78165,195.56059,150.80683,148.76427,150.80683,228.02743,200.68546,199.47817,200.68546,220.56769,220.5677,220.0036,220.5677,212.76682,240.90702,241.07214,240.90702,243.25006,288.21248,289.83379,288.21248,,44.75376,-44.96242000000004,,1446772.70828,1446996.95218,1447047.55717,1447067.72894,1447088.36446,1447136.35881,289.78165,289.78165,291.4337,289.78165,195.56059,150.80683,148.76427,150.80683,228.02743,200.68546,199.47817,200.68546,220.56769,220.5677,220.0036,220.5677,212.76682,240.90702,241.07214,240.90702,243.25006,288.21248,289.83379,288.21248,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.233323471248494e-05,-2.566667103767739e-05,-2.1916700690988167e-05,-2.1916700690988167e-05,-2.6083437889817818e-05,-2.2750001564625366e-05
-750,8,31,14.43988,-749,4,2,12.68423,-749,5,24,10.33374,-749,6,14,10.4577,-749,7,6,13.16189,-749,8,25,18.12735,1447363.01856,1447576.94541,1447628.84747,1447649.85264,1447671.96531,1447722.1722,151.61884,151.61884,149.58162,151.61884,49.29596,2.47507,4.08366,2.47507,82.21106,53.63215,53.70565,53.63215,74.3358,74.33581,73.69782,74.33581,65.80668,96.13109,94.83254,96.13109,97.383,145.61733,143.57691,145.61733,,46.82089,-48.234330000000014,,1447363.01856,1447576.94541,1447628.84747,1447649.85264,1447671.96531,1447722.1722,151.61884,151.61884,149.58162,151.61884,49.29596,2.47507,4.08366,2.47507,82.21106,53.63215,53.70565,53.63215,74.3358,74.33581,73.69782,74.33581,65.80668,96.13109,94.83254,96.13109,97.383,145.61733,143.57691,145.61733,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.233323471248494e-05,-2.4416603311899765e-05,-2.149993383884774e-05,-2.649997191131459e-05,-2.1916700690988167e-05,-1.7749963492158516e-05
-748,4,1,1.22534,-748,11,16,14.98681,-747,1,1,14.91576,-747,1,23,14.11871,-747,2,12,6.23603,-747,4,5,19.907,1447941.46795,1448171.04135,1448217.03839,1448239.00518,1448258.67673,1448311.24636,1.7654,1.7654,3.38699,1.7654,275.01813,228.04358,227.75031,228.04358,303.85621,273.3804,274.63091,273.3804,295.03187,295.03189,296.78857,295.03189,287.80016,314.42108,316.41822,314.42108,321.77472,6.23614,7.76309,6.23614,,46.974549999999994,-44.461419999999976,,1447941.46795,1448171.04135,1448217.03839,1448239.00518,1448258.67673,1448311.24636,1.7654,1.7654,3.38699,1.7654,275.01813,228.04358,227.75031,228.04358,303.85621,273.3804,274.63091,273.3804,295.03187,295.03189,296.78857,295.03189,287.80016,314.42108,316.41822,314.42108,321.77472,6.23614,7.76309,6.23614,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8166730344298943e-05,-2.3583302438262566e-05,-2.399983645975934e-05,-2.441683614254342e-05,-1.9416565239432915e-05,-2.566667103767739e-05
-747,11,8,6.7998,-746,6,11,9.84569,-746,8,3,22.65001,-746,8,23,17.96667,-746,9,15,2.66593,-746,10,31,5.45064,1448527.70022,1448742.82714,1448796.36065,1448816.16551,1448838.52798,1448884.64401,219.58311,219.58311,218.99093,219.58311,116.55659,71.62218,71.08233,71.62218,150.95353,124.38729,122.50675,124.38729,143.90787,143.90788,141.87343,143.90788,135.14097,165.94937,164.01657,165.94937,163.75535,211.40347,210.53336,211.40347,,44.93441,-47.648120000000006,,1448527.70022,1448742.82714,1448796.36065,1448816.16551,1448838.52798,1448884.64401,219.58311,219.58311,218.99093,219.58311,116.55659,71.62218,71.08233,71.62218,150.95353,124.38729,122.50675,124.38729,143.90787,143.90788,141.87343,143.90788,135.14097,165.94937,164.01657,165.94937,163.75535,211.40347,210.53336,211.40347,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9000031217936142e-05,-2.6916505932811363e-05,-2.3583302438262566e-05,-2.2750001564625366e-05,-2.3583302438262566e-05,-2.399983645975934e-05
-745,6,17,5.13153,-744,1,24,23.15717,-744,3,12,15.80187,-744,4,4,0.91846,-744,4,24,12.91593,-744,6,17,5.14731,1449113.63071,1449335.38178,1449383.07531,1449405.45517,1449425.95506,1449479.63137,77.10338,77.10338,76.38686,77.10338,343.82801,295.67152,297.44692,295.67152,13.67722,342.68048,344.62068,342.68048,4.7391,4.7391,6.30848,4.7391,357.03807,24.94475,25.97532,24.94475,31.50371,77.85061,77.10701,77.85061,,48.15649000000002,-46.346900000000005,,1449113.63071,1449335.38178,1449383.07531,1449405.45517,1449425.95506,1449479.63137,77.10338,77.10338,76.38686,77.10338,343.82801,295.67152,297.44692,295.67152,13.67722,342.68048,344.62068,342.68048,4.7391,4.7391,6.30848,4.7391,357.03807,24.94475,25.97532,24.94475,31.50371,77.85061,77.10701,77.85061,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0249866113070114e-05,-2.1916700690988167e-05,-2.2750001564625366e-05,-2.483337016404019e-05,-2.0250098943713768e-05,-2.2750001564625366e-05
-743,1,15,22.08563,-743,8,27,20.94095,-743,10,17,15.77126,-743,11,6,18.05237,-743,11,27,11.54767,-742,1,14,5.6395,1449692.33713,1449916.28944,1449967.07403,1449987.16908,1450007.89805,1450055.65188,287.50328,287.50328,289.11472,287.50328,192.96129,148.24106,146.20351,148.24106,225.5263,198.29671,197.02264,198.29671,218.10331,218.10332,217.45239,218.10332,210.26963,238.53476,238.61424,238.53476,240.57265,285.60314,287.17012,285.60314,,44.72022999999999,-45.030489999999986,,1449692.33713,1449916.28944,1449967.07403,1449987.16908,1450007.89805,1450055.65188,287.50328,287.50328,289.11472,287.50328,192.96129,148.24106,146.20351,148.24106,225.5263,198.29671,197.02264,198.29671,218.10331,218.10332,217.45239,218.10332,210.26963,238.53476,238.61424,238.53476,240.57265,285.60314,287.17012,285.60314,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.941679807007657e-05,-2.4416603311899765e-05,-1.8166730344298943e-05,-2.1916467860344513e-05,-2.1083399817350967e-05,-2.483337016404019e-05
-742,8,29,5.84271,-741,3,31,8.58182,-741,5,22,2.08283,-741,6,12,4.15393,-741,7,4,5.79369,-741,8,23,13.38262,1450282.66034,1450496.77447,1450548.50368,1450569.58998,1450591.6583,1450641.97451,149.35322,149.35322,147.31522,149.35322,47.29089,0.39404,2.05616,0.39404,80.07806,51.38074,51.54539,51.38074,72.16436,72.16437,71.61273,72.16437,63.66542,93.91594,92.69045,93.91594,95.31237,143.50992,141.47562,143.50992,,46.89685,-48.19754999999999,,1450282.66034,1450496.77447,1450548.50368,1450569.58998,1450591.6583,1450641.97451,149.35322,149.35322,147.31522,149.35322,47.29089,0.39404,2.05616,0.39404,80.07806,51.38074,51.54539,51.38074,72.16436,72.16437,71.61273,72.16437,63.66542,93.91594,92.69045,93.91594,95.31237,143.50992,141.47562,143.50992,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.7749963492158516e-05,-1.8166730344298943e-05,-1.941679807007657e-05,-2.3583302438262566e-05,-2.0250098943713768e-05,-2.483337016404019e-05
-740,3,29,12.88824,-740,11,14,5.72084,-740,12,30,5.10471,-739,1,21,3.70331,-739,2,9,19.39166,-739,4,3,4.88622,1450860.95391,1451090.65527,1451136.62959,1451158.5712,1451178.22488,1451230.62049,359.34618,359.34618,1.02226,359.34618,272.63919,225.75049,225.36735,225.75049,301.47583,271.06492,272.2394,271.06492,292.69159,292.69159,294.39884,292.69159,285.45987,312.06317,314.03801,312.06317,319.27366,3.70671,5.28815,3.70671,,46.88869999999997,-44.43304999999998,,1450860.95391,1451090.65527,1451136.62959,1451158.5712,1451178.22488,1451230.62049,359.34618,359.34618,1.02226,359.34618,272.63919,225.75049,225.36735,225.75049,301.47583,271.06492,272.2394,271.06492,292.69159,292.69159,294.39884,292.69159,285.45987,312.06317,314.03801,312.06317,319.27366,3.70671,5.28815,3.70671,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.399983645975934e-05,-2.566667103767739e-05,-1.7749963492158516e-05,-1.9416565239432915e-05,-1.8166730344298943e-05,-2.149993383884774e-05
-739,11,6,1.12811,-738,6,8,22.96062,-738,8,1,12.59008,-738,8,21,8.11285,-738,9,12,17.43082,-738,10,28,23.3993,1451447.4639,1451662.37359,1451715.94148,1451735.75493,1451758.14318,1451804.39187,217.43764,217.43764,216.76125,217.43764,114.24491,69.2626,68.8029,69.2626,148.65635,122.0616,120.21677,122.0616,141.59065,141.59065,139.56144,141.59065,132.80755,163.65755,161.69513,163.65755,161.52077,209.2424,208.29205,209.2424,,44.98231,-47.721630000000005,,1451447.4639,1451662.37359,1451715.94148,1451735.75493,1451758.14318,1451804.39187,217.43764,217.43764,216.76125,217.43764,114.24491,69.2626,68.8029,69.2626,148.65635,122.0616,120.21677,122.0616,141.59065,141.59065,139.56144,141.59065,132.80755,163.65755,161.69513,163.65755,161.52077,209.2424,208.29205,209.2424,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.941679807007657e-05,-2.149993383884774e-05,-1.7333429470661743e-05,-1.858349719643937e-05,-1.983333209157334e-05,-2.316653558612214e-05
-737,6,14,17.46881,-736,1,22,18.15272,-736,3,10,9.0335,-736,4,1,17.86212,-736,4,22,5.24889,-736,6,14,23.56963,1452033.14477,1452255.17326,1452302.79329,1452325.16115,1452345.6356,1452399.39897,74.71187,74.71187,74.06965,74.71187,341.70269,293.55345,295.27436,293.55345,11.49556,340.48996,342.44086,340.48996,2.53676,2.53676,4.14265,2.53676,354.85533,22.71733,23.80427,22.71733,29.42852,75.709,75.02881,75.709,,48.14924000000002,-46.280480000000004,,1452033.14477,1452255.17326,1452302.79329,1452325.16115,1452345.6356,1452399.39897,74.71187,74.71187,74.06965,74.71187,341.70269,293.55345,295.27436,293.55345,11.49556,340.48996,342.44086,340.48996,2.53676,2.53676,4.14265,2.53676,354.85533,22.71733,23.80427,22.71733,29.42852,75.709,75.02881,75.709,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6916505932811363e-05,-2.066663296521054e-05,-1.816649751365529e-05,-1.9000031217936142e-05,-2.0249866113070114e-05,-2.6083205059174164e-05
-735,1,13,15.23364,-735,8,25,6.82347,-735,10,15,4.04571,-735,11,4,4.85742,-735,11,25,0.46177,-734,1,11,12.78333,1452612.05163,1452835.70121,1452886.58547,1452906.61929,1452927.43614,1452974.94954,285.30933,285.30933,286.85616,285.30933,190.42356,145.74873,143.7043,145.74873,223.02931,195.90262,194.55349,195.90262,215.64888,215.64888,214.90607,215.64888,207.78219,236.16693,236.15442,236.16693,237.88788,282.99834,284.49373,282.99834,,44.674830000000014,-45.11045999999999,,1452612.05163,1452835.70121,1452886.58547,1452906.61929,1452927.43614,1452974.94954,285.30933,285.30933,286.85616,285.30933,190.42356,145.74873,143.7043,145.74873,223.02931,195.90262,194.55349,195.90262,215.64888,215.64888,214.90607,215.64888,207.78219,236.16693,236.15442,236.16693,237.88788,282.99834,284.49373,282.99834,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8999798387292488e-05,-2.2750001564625366e-05,-2.2750001564625366e-05,-2.1500166669491394e-05,-2.3583302438262566e-05,-2.5249904185536964e-05
-734,8,26,22.43866,-733,3,29,2.76399,-733,5,19,17.5438,-733,6,9,21.37738,-733,7,1,21.64616,-733,8,21,8.56893,1453202.35184,1453416.53206,1453468.14789,1453489.30762,1453511.31882,1453561.77394,147.1366,147.1366,145.08667,147.1366,45.19457,358.24256,359.94002,358.24256,77.91855,49.11752,49.35355,49.11752,69.97353,69.97353,69.49086,69.97353,61.49586,91.66879,90.50087,91.66879,93.22698,141.39969,139.3617,141.39969,,46.95200999999997,-48.172709999999995,,1453202.35184,1453416.53206,1453468.14789,1453489.30762,1453511.31882,1453561.77394,147.1366,147.1366,145.08667,147.1366,45.19457,358.24256,359.94002,358.24256,77.91855,49.11752,49.35355,49.11752,69.97353,69.97353,69.49086,69.97353,61.49586,91.66879,90.50087,91.66879,93.22698,141.39969,139.3617,141.39969,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.983333209157334e-05,-1.775019632280217e-05,-2.233323471248494e-05,-1.983333209157334e-05,-2.066663296521054e-05,-2.5249904185536964e-05
-732,3,27,1.0567,-732,11,11,19.52423,-732,12,27,19.46426,-731,1,18,17.35638,-731,2,7,8.28477,-731,3,31,15.08253,1453780.46093,1454010.23041,1454056.22791,1454078.14008,1454097.7621,1454150.04534,356.94773,356.94773,358.67135,356.94773,270.21925,223.41919,222.94356,223.41919,299.09997,268.75647,269.8572,268.75647,290.35411,290.35412,292.01484,290.35412,283.11997,309.69449,311.64951,309.69449,316.82737,1.22727,2.86596,1.22727,,46.80006,-44.3999,,1453780.46093,1454010.23041,1454056.22791,1454078.14008,1454097.7621,1454150.04534,356.94773,356.94773,358.67135,356.94773,270.21925,223.41919,222.94356,223.41919,299.09997,268.75647,269.8572,268.75647,290.35411,290.35412,292.01484,290.35412,283.11997,309.69449,311.64951,309.69449,316.82737,1.22727,2.86596,1.22727,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.483337016404019e-05,-2.441683614254342e-05,-2.316653558612214e-05,-2.149993383884774e-05,-2.5249904185536964e-05,-2.5249904185536964e-05
-731,11,3,19.00269,-730,6,6,12.91342,-730,7,30,2.65125,-730,8,18,22.14587,-730,9,10,8.49704,-730,10,26,15.9521,1454367.20868,1454581.95496,1454635.52737,1454655.33964,1454677.77094,1454724.08157,215.27354,215.27354,214.51732,215.27354,111.97361,66.93743,66.56626,66.93743,146.35333,119.74089,117.9357,119.74089,139.26878,139.26878,137.24881,139.26878,130.47416,161.37811,159.39318,161.37811,159.23866,207.02402,206.0012,207.02402,,45.03617999999999,-47.78536,,1454367.20868,1454581.95496,1454635.52737,1454655.33964,1454677.77094,1454724.08157,215.27354,215.27354,214.51732,215.27354,111.97361,66.93743,66.56626,66.93743,146.35333,119.74089,117.9357,119.74089,139.26878,139.26878,137.24881,139.26878,130.47416,161.37811,159.39318,161.37811,159.23866,207.02402,206.0012,207.02402,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.5249904185536964e-05,-2.483337016404019e-05,-2.5250137016180618e-05,-1.9416565239432915e-05,-2.066663296521054e-05,-2.316653558612214e-05
-729,6,12,4.27258,-728,1,20,14.14326,-728,3,8,2.28396,-728,3,30,11.1535,-728,4,19,21.87015,-728,6,12,17.63296,1454952.59492,1455175.0062,1455222.51206,1455244.88163,1455265.32815,1455319.1516,72.25738,72.25738,71.7083,72.25738,339.63494,291.47625,293.16009,291.47625,9.33159,338.30023,340.27756,338.30023,0.3487,0.34871,2.00882,0.34871,352.69831,20.50176,21.66624,20.50176,27.3636,73.55265,72.96093,73.55265,,48.15868999999998,-46.189049999999995,,1454952.59492,1455175.0062,1455222.51206,1455244.88163,1455265.32815,1455319.1516,72.25738,72.25738,71.7083,72.25738,339.63494,291.47625,293.16009,291.47625,9.33159,338.30023,340.27756,338.30023,0.3487,0.34871,2.00882,0.34871,352.69831,20.50176,21.66624,20.50176,27.3636,73.55265,72.96093,73.55265,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.983333209157334e-05,-2.149993383884774e-05,-1.9000031217936142e-05,-2.483337016404019e-05,-1.7749963492158516e-05,-1.7333429470661743e-05
